state_fips,year,qtr,quarterly_date,area_title,avg_emplvl,log_emp,avg_wkly_wage,state_name,state_abbr,federal_mw_start,state_mw_start,federal_mw_avg,state_mw_avg,federal_mw_end,state_mw_end,t,effective_mw,log_effective_mw,cpi_u,real_mw_2012,log_real_mw,census_division,state_mw_change,effective_mw_change,log_effective_mw_change,state_rate_binding,state_initiated_increase,qualifying_hike_any,qualifying_hike_05,G_hike_any,cohort_hike_any,D_hike_any,rel_time_hike_any,G_hike_05,cohort_hike_05,D_hike_05,rel_time_hike_05
1,2013,1,2013q1,Alabama -- Statewide,141760.66666666666,11.861895468611898,264,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,17,7.25,1.9810014688665833,232.957,7.14533798082908,1.966460113388207,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2013,2,2013q2,Alabama -- Statewide,149405.0,11.914416018322981,270,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,18,7.25,1.9810014688665833,232.957,7.14533798082908,1.966460113388207,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2013,3,2013q3,Alabama -- Statewide,149071.66666666666,11.91218245363175,273,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,19,7.25,1.9810014688665833,232.957,7.14533798082908,1.966460113388207,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2013,4,2013q4,Alabama -- Statewide,147001.66666666666,11.898199203565081,273,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,20,7.25,1.9810014688665833,232.957,7.14533798082908,1.966460113388207,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2014,1,2014q1,Alabama -- Statewide,146542.66666666666,11.895071905082617,264,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,21,7.25,1.9810014688665833,236.736,7.031277456745066,1.9503684043563676,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2014,2,2014q2,Alabama -- Statewide,153951.0,11.94438964894701,272,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,22,7.25,1.9810014688665833,236.736,7.031277456745066,1.9503684043563676,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2014,3,2014q3,Alabama -- Statewide,153770.0,11.943213258509738,276,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,23,7.25,1.9810014688665833,236.736,7.031277456745066,1.9503684043563676,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2014,4,2014q4,Alabama -- Statewide,151249.33333333334,11.926684968169875,281,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,24,7.25,1.9810014688665833,236.736,7.031277456745066,1.9503684043563676,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2015,1,2015q1,Alabama -- Statewide,151911.0,11.931050102025146,271,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,25,7.25,1.9810014688665833,237.017,7.022941392389575,1.9491821320458897,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2015,2,2015q2,Alabama -- Statewide,158643.66666666666,11.974415876054831,280,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,26,7.25,1.9810014688665833,237.017,7.022941392389575,1.9491821320458897,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2015,3,2015q3,Alabama -- Statewide,158731.0,11.974966224552743,287,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,27,7.25,1.9810014688665833,237.017,7.022941392389575,1.9491821320458897,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2015,4,2015q4,Alabama -- Statewide,157565.0,11.967593350523956,294,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,28,7.25,1.9810014688665833,237.017,7.022941392389575,1.9491821320458897,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2016,1,2016q1,Alabama -- Statewide,157466.0,11.966964840928018,281,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,29,7.25,1.9810014688665833,240.007,6.935449799380851,1.9366459109830372,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2016,2,2016q2,Alabama -- Statewide,164111.33333333334,12.008300338272521,289,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,30,7.25,1.9810014688665833,240.007,6.935449799380851,1.9366459109830372,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2016,3,2016q3,Alabama -- Statewide,163410.33333333334,12.00401969890259,299,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,31,7.25,1.9810014688665833,240.007,6.935449799380851,1.9366459109830372,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2016,4,2016q4,Alabama -- Statewide,161222.66666666666,11.99054171124581,296,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,32,7.25,1.9810014688665833,240.007,6.935449799380851,1.9366459109830372,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2017,1,2017q1,Alabama -- Statewide,161642.0,11.99313929229082,292,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,33,7.25,1.9810014688665833,245.12,6.7907820659268925,1.9155661140141298,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2017,2,2017q2,Alabama -- Statewide,167326.33333333334,12.027701276461423,298,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,34,7.25,1.9810014688665833,245.12,6.7907820659268925,1.9155661140141298,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2017,3,2017q3,Alabama -- Statewide,166735.33333333334,12.024163003887523,301,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,35,7.25,1.9810014688665833,245.12,6.7907820659268925,1.9155661140141298,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2017,4,2017q4,Alabama -- Statewide,163908.0,12.007060573790891,303,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,36,7.25,1.9810014688665833,245.12,6.7907820659268925,1.9155661140141298,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2018,1,2018q1,Alabama -- Statewide,163207.66666666666,12.002778697532936,300,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,37,7.25,1.9810014688665833,251.107,6.628873348811463,1.8914348574516775,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2018,2,2018q2,Alabama -- Statewide,168691.66666666666,12.035827869961668,308,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,38,7.25,1.9810014688665833,251.107,6.628873348811463,1.8914348574516775,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2018,3,2018q3,Alabama -- Statewide,168997.0,12.037636242268361,311,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,39,7.25,1.9810014688665833,251.107,6.628873348811463,1.8914348574516775,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2018,4,2018q4,Alabama -- Statewide,166987.33333333334,12.025673240218872,319,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,40,7.25,1.9810014688665833,251.107,6.628873348811463,1.8914348574516775,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2019,1,2019q1,Alabama -- Statewide,165992.0,12.019694873406287,309,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,41,7.25,1.9810014688665833,255.657,6.510897413331143,1.8734772982299916,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2019,2,2019q2,Alabama -- Statewide,171227.0,12.050745440535193,321,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,42,7.25,1.9810014688665833,255.657,6.510897413331143,1.8734772982299916,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2019,3,2019q3,Alabama -- Statewide,169805.66666666666,12.042409924897742,328,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,43,7.25,1.9810014688665833,255.657,6.510897413331143,1.8734772982299916,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
1,2019,4,2019q4,Alabama -- Statewide,168628.0,12.035450384308064,335,Alabama,AL,7.25,7.25,7.25,7.25,7.25,7.25,44,7.25,1.9810014688665833,255.657,6.510897413331143,1.8734772982299916,East South Central,0.0,0.0,0.0,False,False,False,False,,0,0,,,0,0,
2,2009,1,2009q1,Alaska -- Statewide,17159.666666666668,9.750316947833861,319,Alaska,AK,6.55,7.150000095367432,6.550000000000002,7.150000095367432,6.55,7.150000095367432,1,7.150000095367432,1.9671123700440185,214.537,7.651813542166573,2.0349426840786347,Pacific,,,,True,False,False,False,25.0,25,0,-24.0,25.0,25,0,-24.0
2,2009,2,2009q2,Alaska -- Statewide,19500.666666666668,9.878203932001629,331,Alaska,AK,6.55,7.150000095367432,6.550000000000001,7.150000095367432,6.55,7.150000095367432,2,7.150000095367432,1.9671123700440185,214.537,7.651813542166573,2.0349426840786347,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,0,-23.0,25.0,25,0,-23.0
2,2009,3,2009q3,Alaska -- Statewide,20897.0,9.947360886980098,362,Alaska,AK,6.55,7.150000095367432,7.075,7.224999904632568,7.25,7.25,3,7.224999904632568,1.9775472207988511,214.537,7.732077115389,2.0453775348334675,Pacific,0.07499980926513672,0.07499980926513672,0.010434850754832636,True,False,False,False,25.0,25,0,-22.0,25.0,25,0,-22.0
2,2009,4,2009q4,Alaska -- Statewide,17957.333333333332,9.795753852732746,351,Alaska,AK,7.25,7.25,7.25,7.25,7.25,7.25,4,7.25,1.9810014688665833,214.537,7.758831809897592,2.0488317829011997,Pacific,0.02500009536743164,0.02500009536743164,0.003454248067732202,False,False,False,False,25.0,25,0,-21.0,25.0,25,0,-21.0
2,2010,1,2010q1,Alaska -- Statewide,17211.0,9.75330399326998,322,Alaska,AK,7.25,7.75,7.25,7.75,7.25,7.75,5,7.75,2.0476928433652555,218.056,8.160075852074696,2.099253464530201,Pacific,0.5,0.5,0.06669137449867213,True,False,False,False,25.0,25,0,-20.0,25.0,25,0,-20.0
2,2010,2,2010q2,Alaska -- Statewide,19905.666666666668,9.898759727295898,342,Alaska,AK,7.25,7.75,7.25,7.75,7.25,7.75,6,7.75,2.0476928433652555,218.056,8.160075852074696,2.099253464530201,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,0,-19.0,25.0,25,0,-19.0
2,2010,3,2010q3,Alaska -- Statewide,21477.333333333332,9.974753394423125,373,Alaska,AK,7.25,7.75,7.25,7.75,7.25,7.75,7,7.75,2.0476928433652555,218.056,8.160075852074696,2.099253464530201,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,0,-18.0,25.0,25,0,-18.0
2,2010,4,2010q4,Alaska -- Statewide,18558.333333333332,9.828674203457458,362,Alaska,AK,7.25,7.75,7.25,7.75,7.25,7.75,8,7.75,2.0476928433652555,218.056,8.160075852074696,2.099253464530201,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,0,-17.0,25.0,25,0,-17.0
2,2011,1,2011q1,Alaska -- Statewide,18092.666666666668,9.803261978618078,331,Alaska,AK,7.25,7.75,7.25,7.75,7.25,7.75,9,7.75,2.0476928433652555,224.939,7.910382370331512,2.0681761207289804,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,0,-16.0,25.0,25,0,-16.0
2,2011,2,2011q2,Alaska -- Statewide,20590.0,9.932560800021836,351,Alaska,AK,7.25,7.75,7.25,7.75,7.25,7.75,10,7.75,2.0476928433652555,224.939,7.910382370331512,2.0681761207289804,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,0,-15.0,25.0,25,0,-15.0
2,2011,3,2011q3,Alaska -- Statewide,22017.333333333332,9.999585300914768,390,Alaska,AK,7.25,7.75,7.25,7.75,7.25,7.75,11,7.75,2.0476928433652555,224.939,7.910382370331512,2.0681761207289804,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,0,-14.0,25.0,25,0,-14.0
2,2011,4,2011q4,Alaska -- Statewide,18922.666666666668,9.848115777001142,368,Alaska,AK,7.25,7.75,7.25,7.75,7.25,7.75,12,7.75,2.0476928433652555,224.939,7.910382370331512,2.0681761207289804,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,0,-13.0,25.0,25,0,-13.0
2,2012,1,2012q1,Alaska -- Statewide,18338.666666666668,9.816767042331563,350,Alaska,AK,7.25,7.75,7.25,7.75,7.25,7.75,13,7.75,2.0476928433652555,229.594,7.75,2.0476928433652555,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,0,-12.0,25.0,25,0,-12.0
2,2012,2,2012q2,Alaska -- Statewide,21085.0,9.95631716618066,356,Alaska,AK,7.25,7.75,7.25,7.75,7.25,7.75,14,7.75,2.0476928433652555,229.594,7.75,2.0476928433652555,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,0,-11.0,25.0,25,0,-11.0
2,2012,3,2012q3,Alaska -- Statewide,22462.333333333332,10.019595111290592,393,Alaska,AK,7.25,7.75,7.25,7.75,7.25,7.75,15,7.75,2.0476928433652555,229.594,7.75,2.0476928433652555,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,0,-10.0,25.0,25,0,-10.0
2,2012,4,2012q4,Alaska -- Statewide,19490.0,9.877656792501606,371,Alaska,AK,7.25,7.75,7.25,7.75,7.25,7.75,16,7.75,2.0476928433652555,229.594,7.75,2.0476928433652555,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,0,-9.0,25.0,25,0,-9.0
2,2013,1,2013q1,Alaska -- Statewide,18827.666666666668,9.84308269823571,355,Alaska,AK,7.25,7.75,7.25,7.75,7.25,7.75,17,7.75,2.0476928433652555,232.957,7.63811991054143,2.033151487886879,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,0,-8.0,25.0,25,0,-8.0
2,2013,2,2013q2,Alaska -- Statewide,21498.0,9.975715186533009,362,Alaska,AK,7.25,7.75,7.25,7.75,7.25,7.75,18,7.75,2.0476928433652555,232.957,7.63811991054143,2.033151487886879,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,0,-7.0,25.0,25,0,-7.0
2,2013,3,2013q3,Alaska -- Statewide,22611.666666666668,10.026221276251299,407,Alaska,AK,7.25,7.75,7.25,7.75,7.25,7.75,19,7.75,2.0476928433652555,232.957,7.63811991054143,2.033151487886879,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,0,-6.0,25.0,25,0,-6.0
2,2013,4,2013q4,Alaska -- Statewide,19500.333333333332,9.878186838422831,380,Alaska,AK,7.25,7.75,7.25,7.75,7.25,7.75,20,7.75,2.0476928433652555,232.957,7.63811991054143,2.033151487886879,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,0,-5.0,25.0,25,0,-5.0
2,2014,1,2014q1,Alaska -- Statewide,19159.0,9.860527858095992,371,Alaska,AK,7.25,7.75,7.25,7.75,7.25,7.75,21,7.75,2.0476928433652555,236.736,7.51619314341714,2.0170597788550397,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,0,-4.0,25.0,25,0,-4.0
2,2014,2,2014q2,Alaska -- Statewide,21560.333333333332,9.978610485633164,378,Alaska,AK,7.25,7.75,7.25,7.75,7.25,7.75,22,7.75,2.0476928433652555,236.736,7.51619314341714,2.0170597788550397,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,0,-3.0,25.0,25,0,-3.0
2,2014,3,2014q3,Alaska -- Statewide,22821.333333333332,10.035451049988488,429,Alaska,AK,7.25,7.75,7.25,7.75,7.25,7.75,23,7.75,2.0476928433652555,236.736,7.51619314341714,2.0170597788550397,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,0,-2.0,25.0,25,0,-2.0
2,2014,4,2014q4,Alaska -- Statewide,20117.333333333332,9.90933707732502,396,Alaska,AK,7.25,7.75,7.25,7.75,7.25,7.75,24,7.75,2.0476928433652555,236.736,7.51619314341714,2.0170597788550397,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,0,-1.0,25.0,25,0,-1.0
2,2015,1,2015q1,Alaska -- Statewide,19902.0,9.898575508175107,382,Alaska,AK,7.25,8.75,7.25,8.75,7.25,8.75,25,8.75,2.169053700369523,237.017,8.475963749435694,2.137234363548829,Pacific,1.0,1.0,0.12136085700426769,True,True,True,True,25.0,25,1,0.0,25.0,25,1,0.0
2,2015,2,2015q2,Alaska -- Statewide,22203.666666666668,10.008012719387272,395,Alaska,AK,7.25,8.75,7.25,8.75,7.25,8.75,26,8.75,2.169053700369523,237.017,8.475963749435694,2.137234363548829,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,1,1.0,25.0,25,1,1.0
2,2015,3,2015q3,Alaska -- Statewide,23497.333333333332,10.06464221851615,442,Alaska,AK,7.25,8.75,7.25,8.75,7.25,8.75,27,8.75,2.169053700369523,237.017,8.475963749435694,2.137234363548829,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,1,2.0,25.0,25,1,2.0
2,2015,4,2015q4,Alaska -- Statewide,20459.666666666668,9.926210747421127,420,Alaska,AK,7.25,8.75,7.25,8.75,7.25,8.75,28,8.75,2.169053700369523,237.017,8.475963749435694,2.137234363548829,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,1,3.0,25.0,25,1,3.0
2,2016,1,2016q1,Alaska -- Statewide,19932.0,9.900081759401296,394,Alaska,AK,7.25,9.75,7.25,9.75,7.25,9.75,29,9.75,2.277267285009756,240.007,9.326984212960454,2.2329117271262096,Pacific,1.0,1.0,0.10821358464023279,True,True,True,True,25.0,25,1,4.0,25.0,25,1,4.0
2,2016,2,2016q2,Alaska -- Statewide,22337.0,10.013999775333557,408,Alaska,AK,7.25,9.75,7.25,9.75,7.25,9.75,30,9.75,2.277267285009756,240.007,9.326984212960454,2.2329117271262096,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,1,5.0,25.0,25,1,5.0
2,2016,3,2016q3,Alaska -- Statewide,23883.666666666668,10.080950101224937,450,Alaska,AK,7.25,9.75,7.25,9.75,7.25,9.75,31,9.75,2.277267285009756,240.007,9.326984212960454,2.2329117271262096,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,1,6.0,25.0,25,1,6.0
2,2016,4,2016q4,Alaska -- Statewide,20631.333333333332,9.934566234773392,409,Alaska,AK,7.25,9.75,7.25,9.75,7.25,9.75,32,9.75,2.277267285009756,240.007,9.326984212960454,2.2329117271262096,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,1,7.0,25.0,25,1,7.0
2,2017,1,2017q1,Alaska -- Statewide,19772.333333333332,9.892038933142384,400,Alaska,AK,7.25,9.800000190734863,7.25,9.800000190734863,7.25,9.800000190734863,33,9.800000190734863,2.282382405139267,245.12,9.179264212596198,2.2169470502868136,Pacific,0.05000019073486328,0.05000019073486328,0.005115120129511208,True,True,False,False,25.0,25,1,8.0,25.0,25,1,8.0
2,2017,2,2017q2,Alaska -- Statewide,22247.333333333332,10.009977430224513,407,Alaska,AK,7.25,9.800000190734863,7.25,9.800000190734863,7.25,9.800000190734863,34,9.800000190734863,2.282382405139267,245.12,9.179264212596198,2.2169470502868136,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,1,9.0,25.0,25,1,9.0
2,2017,3,2017q3,Alaska -- Statewide,23685.333333333332,10.072611288863774,448,Alaska,AK,7.25,9.800000190734863,7.25,9.800000190734863,7.25,9.800000190734863,35,9.800000190734863,2.282382405139267,245.12,9.179264212596198,2.2169470502868136,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,1,10.0,25.0,25,1,10.0
2,2017,4,2017q4,Alaska -- Statewide,20270.666666666668,9.916930128232616,417,Alaska,AK,7.25,9.800000190734863,7.25,9.800000190734863,7.25,9.800000190734863,36,9.800000190734863,2.282382405139267,245.12,9.179264212596198,2.2169470502868136,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,1,11.0,25.0,25,1,11.0
2,2018,1,2018q1,Alaska -- Statewide,19800.0,9.893437216682626,406,Alaska,AK,7.25,9.84000015258789,7.25,9.84000015258789,7.25,9.84000015258789,37,9.84000015258789,2.286455726571061,251.107,8.996981346729736,2.1968891151561554,Pacific,0.039999961853027344,0.039999961853027344,0.004073321431794064,True,True,False,False,25.0,25,1,12.0,25.0,25,1,12.0
2,2018,2,2018q2,Alaska -- Statewide,22350.333333333332,10.0145965141736,421,Alaska,AK,7.25,9.84000015258789,7.25,9.84000015258789,7.25,9.84000015258789,38,9.84000015258789,2.286455726571061,251.107,8.996981346729736,2.1968891151561554,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,1,13.0,25.0,25,1,13.0
2,2018,3,2018q3,Alaska -- Statewide,23963.666666666668,10.084294073353554,461,Alaska,AK,7.25,9.84000015258789,7.25,9.84000015258789,7.25,9.84000015258789,39,9.84000015258789,2.286455726571061,251.107,8.996981346729736,2.1968891151561554,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,1,14.0,25.0,25,1,14.0
2,2018,4,2018q4,Alaska -- Statewide,20711.0,9.938420239076152,431,Alaska,AK,7.25,9.84000015258789,7.25,9.84000015258789,7.25,9.84000015258789,40,9.84000015258789,2.286455726571061,251.107,8.996981346729736,2.1968891151561554,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,1,15.0,25.0,25,1,15.0
2,2019,1,2019q1,Alaska -- Statewide,20272.333333333332,9.91701234546704,416,Alaska,AK,7.25,9.890000343322754,7.25,9.890000343322754,7.25,9.890000343322754,41,9.890000343322754,2.291524180348751,255.657,8.881762434921963,2.1840000097121592,Pacific,0.05000019073486328,0.05000019073486328,0.005068453777689719,True,True,False,False,25.0,25,1,16.0,25.0,25,1,16.0
2,2019,2,2019q2,Alaska -- Statewide,22666.333333333332,10.028635989499648,429,Alaska,AK,7.25,9.890000343322754,7.25,9.890000343322754,7.25,9.890000343322754,42,9.890000343322754,2.291524180348751,255.657,8.881762434921963,2.1840000097121592,Pacific,0.0,0.0,0.0,True,False,False,False,25.0,25,1,17.0,25.0,25,1,17.0
